SKILL_20150317_000001	Атака	
SKILL_20150317_000373	[Rubabos] Физическая, Пробивание, Ice Property Атака
SKILL_20150317_000374	[Rubabos] Магическая, Магическая, Ice Property Атака
SKILL_20150317_000375	[Elite Slime] Физическая, Пробивание, Свойство земли, Атака
SKILL_20150317_000376	[Bushspider] Физическая, Пробивание, Non-Property, Атака
SKILL_20150317_000377	[Pokubu] Физическая, Пробивание, Свойство земли, Head smash
SKILL_20150317_000378	[Mali] 1 удар Физическая, Пробивание, Отравляющее свойство,
SKILL_20150317_000379	[Mallardu] Физическая, Пробивание, Earth Property Атака
SKILL_20150317_000380	[Mallardu] Физическая, Пробивание, Earth Property Heal wind
SKILL_20150317_000381	[Grummer] Физическая, Пробивание, Отравляющее свойство, Атака
SKILL_20150317_000382	[Hummingbird] Физическая, Колющая, Poison Property Атака
SKILL_20150317_000383	[Leafly] Физическая, Режущий, Свойство света, Атака
SKILL_20150317_000384	[Desert Chupacabra] Buff, Магическая, Hide HP restoration
SKILL_20150317_000385	[Desert Chupacabra] Физическая, Удар, Earth Property Атака
SKILL_20150317_000386	[Chromadog] Физическая, Пробивание, Fire Property Атака
SKILL_20150317_000387	[Seedmia] Физическая, Удар, Отравляющее свойство, Атака
SKILL_20150317_000388	[Seedmia] Физическая, Удар, Отравляющее свойство, 1 Range Атака
SKILL_20150317_000389	[Glock] Физическая, Режущий, Dark Property Атака
SKILL_20150317_000390	[Glock] Магическая, Магическая, Dark Property Атака
SKILL_20150317_000391	[Wupent] Физическая, Режущий, Ice Property Атака Ice Debuff
SKILL_20150317_000392	[Wupent] Физическая, Режущий, Ice Property Атака
SKILL_20150317_000393	[Rodelin] Физическая, Режущий, Dark Property Атака
SKILL_20150317_000394	[Rodelin] Физическая, Режущий, Dark Property Straight Range Атака
SKILL_20150317_000395	[Rodelin] Физическая, Режущий, Dark Property Round Target
SKILL_20150317_000396	[Glizardon] Физическая, Режущий, Dark Property Атака 2 times,
SKILL_20150317_000397	[Glizardon] Физическая, Режущий, Dark Property Heal Wind Атака 4 times
SKILL_20150317_000398	[Glizardon] Физическая, Режущий, Dark Property Smash Атака
SKILL_20150317_000399	[Coliers] Физическая, Пробивание, Dark Property Атака
SKILL_20150317_000400	[Red Loxodon] Физическая, Пробивание, Fire Property Атака
SKILL_20150317_000401	[Beeteros] Физическая, Пробивание, Poison Property Атака
SKILL_20150317_000402	[Mentiwood] Физическая, Режущий, Lightning Property Атака
SKILL_20150317_000403	[Mentiwood] Физическая, Режущий, Lightning Property Two-handed Атака
SKILL_20150317_000404	[Egnome] Магическая, Магическая, Lightning Property Атака 2 times
SKILL_20150317_000405	[Egnome] Магическая, Магическая, Lightning Property Fall Атака
SKILL_20150317_000406	[Beetow] Физическая, Режущий, Lightning Property Атака
SKILL_20150317_000407	[Beetow] Физическая, Режущий, Lightning Property
SKILL_20150317_000408	[Pawndel] Физическая, Режущий, Dark Property Атака
SKILL_20150317_000409	[Pawndel] Физическая, Режущий, Dark Property Атака 3 times
SKILL_20150317_000410	[Carcashu] Физическая, Пробивание, Poison Property Атака
SKILL_20150317_000411	[Carcashu] Физическая, Пробивание, Poison Property Атака 4 times
SKILL_20150317_000412	[Black Maize] Физическая, Пробивание, Poison Property
SKILL_20150317_000413	[Firent] Физическая, Свойство земли, Hit Атака
SKILL_20150317_000414	[Firent]
SKILL_20150317_000415	[Specter Monarch]
SKILL_20150317_000416	[Golem] Continuous Атака, Right
SKILL_20150317_000417	[Golem] Continuous Атака, Left
SKILL_20150317_000418	[Golem] Light Smash
SKILL_20150317_000419	[Golem] Smash
SKILL_20150317_000420	[Golem] Roar
SKILL_20150317_000421	[Firent] Use Transforce Buff
SKILL_20150317_000422	[Velwriggler] Физическая, Режущий, Poison Property Атака
SKILL_20150317_000423	[Lichenclops] Физическая, Режущий, Poison Property Атака
SKILL_20150317_000424	[Dumaro] Физическая, Режущий, Poison Property Атака
SKILL_20150317_000425	[Ticen] Физическая, Колющая, Dark Property Атака
SKILL_20150317_000426	[Tucen] Физическая, Пробивание, Poison Property Атака
SKILL_20150317_000427	[Siaulamb Warrior] Физическая, Режущий, Poison Property Атака
SKILL_20150317_000428	[Siaulamb Lagoon] Физическая, Пробивание, Poison Property Атака
SKILL_20150317_000429	[Siaulamb Shaman] Физическая, Пробивание, Poison Property Атака
SKILL_20150317_000430	[Minivern] Физическая, Пробивание, Ice Property Атака
SKILL_20150317_000431	[Cronewt] Физическая, Пробивание, Poison Property Атака
SKILL_20150317_000432	[Infrohoglan] Физическая, Пробивание, Poison Property Атака
SKILL_20150317_000433	[Colistump] Физическая, Пробивание, Lightning Property Атака
SKILL_20150317_000434	[Lapasape] Физическая, Режущий, Poison Property Атака
SKILL_20150317_000435	[Infroblud] Физическая, Пробивание, Poison Property Атака
SKILL_20150317_000436	[Leaf Bug] 1 hit Физическая, Свойство земли, Hit
SKILL_20150317_000437	[Hanaming] 1 hitФизическая, Свойство земли, Strike
SKILL_20150317_000438	[Crystal Spider] 1 hit Физическая, Свойство льда, Pierce
SKILL_20150317_000439	[Gray Jukopus] 1 hit Магическая, Свойство льда, Strike
SKILL_20150317_000440	[Gray Pokubu]
SKILL_20150317_000441	[Red Vubbe Archer] Range, Колющая, Fire Property Атака
SKILL_20150317_000442	[Red Fisherman] 1 удар, Физическая, Пробивание, Fire Property
SKILL_20150317_000443	[Red Fisherman] Магическая, Buff, Aggressor Buff Skill
SKILL_20150317_000444	[Simorph] Физическая, Свойство земли, Пробивание,
SKILL_20150317_000445	[Duckey] Физическая, Пробивание, Fire Property Атака
SKILL_20150317_000446	[Yognome] Магическая, Магическая, Lightning Property Атака
SKILL_20150317_000447	[Pawnd] Физическая, Range, Dark Property Атака
SKILL_20150317_000448	[Pendinmire]
SKILL_20150317_000449	[Brown Zigri] Физическая, Режущий, Earth Property Атака
SKILL_20150317_000450	[Brown Zigri] Физическая, Режущий, Earth Property Атака 2 times
SKILL_20150317_000451	[Black Zigri] Физическая, Режущий, Dark Property Атака
SKILL_20150317_000452	[Black Zigri] Физическая, Режущий, Dark Property Атака 2 times
SKILL_20150317_000453	[Blin] Физическая, Пробивание, Dark Property Атака
SKILL_20150317_000454	[Zinutekas] Физическая, Колющая, Earth Property Атака
SKILL_20150317_000455	[Zinutekas] Физическая, Колющая, Earth Property Атака 2 times
SKILL_20150317_000456	[Red Griba] Физическая, Пробивание, Fire Property Атака
SKILL_20150317_000457	[Red Griba] Физическая, Пробивание, Fire Property Атака 2 times
SKILL_20150317_000458	[Red Old Kepa] Физическая, Пробивание, Fire Property Атака
SKILL_20150317_000459	[Black Rafflesia] Range, Магическая, Dark Property Range Shoot
SKILL_20150317_000460	[Black Rafflesia] Физическая, Магическая, Dark Property Атака
SKILL_20150317_000461	[Red Infrorocktor] Физическая, Пробивание, Fire Property Атака
SKILL_20150317_000462	[Red Infrorocktor] Магическая, Incerase Block Buff
SKILL_20150317_000463	[Green Ellom] Физическая, Пробивание, Poison Property Атака
SKILL_20150317_000464	[Pokuborn] Физическая, Колющая, Poison Property Атака
SKILL_20150317_000465	[Pokuborn] Физическая, Колющая, Lightning Property Атака
SKILL_20150317_000466	[Vubbe Chaser] Физическая, Колющая, Dark Property Атака 2 times
SKILL_20150317_000467	[Vubbe Chaser] Физическая, Колющая, Свойство тьмы, 5회 Атака
SKILL_20150317_000468	[Shaman Doll] Физическая, Колющая, Dark Property Атака
SKILL_20150317_000469	[Green Drake] Физическая, Пробивание, Poison Property Атака
SKILL_20150317_000470	[Green Drake] Магическая, Магическая, Poison Property Атака
SKILL_20150317_000471	[Black Drake] Физическая, Пробивание, Dark Property Атака
SKILL_20150317_000472	[Black Drake] Магическая, Магическая, Dark Property Атака
SKILL_20150317_000473	[Vubbe Warrior] Физическая, Режущий, Dark Property Атака
SKILL_20150317_000474	[Blue Puragi] Физическая, Удар, Ice Property Атака
SKILL_20150317_000475	[Red Vubbe Thief] Физическая, Колющая, Fire Property Атака 1 time
SKILL_20150317_000476	[Black Big Gribaru] Физическая, Пробивание, Dark Property Атака
SKILL_20150317_000477	[Black Big Gribaru] Магическая, Магическая, Dark Property Атака
SKILL_20150317_000478	[Black Desmodus] Физическая, Колющая, Dark Property Атака
SKILL_20150317_000479	[Rubblem] Физическая, Пробивание, Earth Property Атака
SKILL_20150317_000480	[Matsum] Магическая, Пробивание, Fire Property. Fire ball Summon
